id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
80	1983	12	17	5	80	51.500152	-0.126236	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Harrods_bombings
81	1982	3	29	5	27	45.833619	1.261105	Extrémní pravice		http://archives.chicagotribune.com/1982/03/30/page/24/article/bomb-blast-on-french-train-kills-5-injures-27, http://www.nytimes.com/1982/04/01/world/around-the-world-basque-group-says-it-put-bomb-on-french-train.html
82	1981	5	19	5	0	54.18006	-6.33393	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/The_Troubles_in_Bessbrook#1981
83	1980	11	3	5	5	43.280364	-2.171588	Baskický separatismus		https://en.wikipedia.org/wiki/1980_Zarautz_attack
84	1978	5	20	5	3	48.856614	2.352222	Arabský a islámský terorismus		http://www.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11383506
85	1976	6	5	5		54.597269	-5.930109	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Chlorane_Bar_attack
86	1975	4	5	5		54.597269	-5.930109	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Protestant_Action_Force
87	1975	7	31	5		54.18006	-6.33393	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Miami_Showband_killings
88	1975	8	13	5		54.597269	-5.930109	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Bayardo_Bar_attack
89	1975	9	1	5		54.192934	-6.576051	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/The_Troubles_in_Newtownhamilton
90	1976	1	4	5	0	54.347539	-6.656108	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Timeline_of_Ulster_Volunteer_Force_actions
91	1974	10	5	5	25	51.236419	-0.570291	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Guildford_pub_bombings
92	1973	5	17	5		54.600305	-7.298402	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Omagh_bombing (jako poznámka)
93	1973	8	5	5	55	37.97918	23.716647	Arabský a islámský terorismus		http://news.bbc.co.uk/onthisday/hi/dates/stories/august/5/newsid_4533000/4533763.stm
94	1972	12	20	5		54.99451	-7.319996	Konflikt v Severním Irsku		http://cain.ulst.ac.uk/othelem/chron/ch72.htm
95	1971	2	9	5		54.452223	-7.486124	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/The_Troubles_in_Trillick
96	1970	6	26	5		54.99451	-7.319996	Konflikt v Severním Irsku		https://en.wikipedia.org/wiki/Chronology_of_Provisional_Irish_Republican_Army_actions_(1970%E2%80%9379)#1970
97	2014	5	24	4	0	50.840674	4.35345	Ostatní		
98	2012	3	19	4	0	43.604652	1.444209	Ostatní		
99	2000	8	7	4	0	43.256963	-2.923441	Baskický separatismus		
100	1997	3	17	4	0	50.850335	4.351685	Ostatní		
101	1995	2	4	4	0	47.29482	16.19914	Extrémní pravice		
102	1994	10	4	4	6	48.856614	2.352222	Ostatní		
103	1992	2	16	4	2	54.536706	-6.70361	Konflikt v Severním Irsku		
104	1992	9	17	4	1	52.516667	13.IV	Arabský a islámský terorismus		
105	1991	1	10	4	0	37.97918	23.716647	Ostatní		
106	1991	3	4	4	1	54.542956	-6.926293	Konflikt v Severním Irsku		
107	1991	12	19	4	1	50.763756	6.984697	Extrémní pravice		
108	1990	4	9	4	6	54.323924	-5.703051	Konflikt v Severním Irsku		
109	1990	7	25	4	0	54.347539	-6.656108	Konflikt v Severním Irsku		
110	1990	11	10	4	0	54.618333	-6.395278	Konflikt v Severním Irsku		
111	1988	6	17	4		54.823432	-7.468374	Konflikt v Severním Irsku		
112	1986	4	2	4	9	37.97918	23.716647	Arabský a islámský terorismus		
113	1986	8	19	4	0	43.124228	5.928	Extrémní pravice		
114	1985	3	4	4	0	48.856614	2.352222	Ostatní		
115	1985	5	20	4	0	54.673252	-7.627484	Konflikt v Severním Irsku		
116	1985	5	20	4	5	54.18006	-6.33393	Konflikt v Severním Irsku		
117	1985	9	25	4	0	43.492949	-1.474841	Baskický separatismus		
118	1985	12	27	4	39	48.208174	16.373819	Arabský a islámský terorismus	Ve čtvrt na devět ráno zaútočili ozbrojenci z palestinské skupiny Abú Nidal na dvě evropská letiště, v Římě a ve Vídni. Útoky mířily na přepážku izraelské společnosti El Al, americké Trans World Airlines a check-in před odletem do Tel Avivu. Dohromady si vyžádali devatenáct mrtvých pasažérů a čtyři útočníky. Akce byla odvetou za izraelský útok na tuniské velitelství Abú Nidal o tři měsíce dříve. Sponzoroval ji i Libyjský režim diktátora Kaddáfího.	https://en.wikipedia.org/wiki/Rome_and_Vienna_airport_attacks
119	1984	3	23	4	1	43.323348	-1.930432	Baskický separatismus		
120	1984	10	12	4	34	50.819522	-0.13642	Konflikt v Severním Irsku		
121	1983	7	13	4	0	54.462881	-7.028646	Konflikt v Severním Irsku		
122	1982	9	14	4	1	43.311307	-1.900896	Baskický separatismus		
123	1980	1	20	4	10	43.297222	-2.991667	Extrémní pravice		
124	1980	7	13	4	3			Baskický separatismus		
125	1980	9	20	4	0	43.270604	-2.497155	Baskický separatismus		
126	1980	10	3	4	12	48.856614	2.352222	Extrémní pravice		
127	1979	4	17	4	4	54.195016	-6.400072	Konflikt v Severním Irsku		
128	1979	4	17	4	13	54.195016	-6.400072	Konflikt v Severním Irsku		
129	1979	5	25	4	0	40.416691	-3.700345	Baskický separatismus		
130	1979	8	27	4	0	54.466769	-8.450077	Konflikt v Severním Irsku		
131	1979	12	16	4	0	54.502852	-6.769568	Konflikt v Severním Irsku		
132	1979	12	16	4	0	54.502852	-6.769568	Konflikt v Severním Irsku		
133	1978	1	15	4		41.387917	2.169919	Extrémní levice		
134	1978	1	22	4		41.387917	2.169919	Ostatní		
135	1978	6	20	4		54.597269	-5.930109	Konflikt v Severním Irsku		
136	1977	10	13	4	11	39.569505	2.649965	Extrémní levice		
137	1976	1	13	4		54.597269	-5.930109	Konflikt v Severním Irsku		
138	1976	3	17	4		54.502852	-6.769568	Konflikt v Severním Irsku		
139	1976	7	30	4		52.897741	-0.782227	Konflikt v Severním Irsku		
140	1976	10	1	4	0	40.416691	-3.700345	Extrémní levice		
141	1976	10	4	4	0	43.320812	-1.984447	Baskický separatismus		
142	1975	7	17	4		54.081638	-6.448779	Konflikt v Severním Irsku		
143	1975	10	2	4		55.59842	-2.104567	Konflikt v Severním Irsku		
144	1972	2	21	4		54.597269	-5.930109	Konflikt v Severním Irsku		
145	1972	5	8	4	5	48.208174	16.373819	Arabský a islámský terorismus		
146	1971	12	11	4		54.597269	-5.930109	Konflikt v Severním Irsku		
147	2012	3	15	3	0	44.016079	1.35295	Ostatní		
148	2000	1	21	3		40.416691	-3.700345	Baskický separatismus		
149	2000	10	30	3	30	40.416691	-3.700345	Baskický separatismus		
150	2000	11	15	3	0	42.696492	23.326011	Ostatní		
151	1999	2	17	3	43	52.483733	13.32016	Ostatní		
152	1998	7	12	3	0	54.597269	-5.930109	Ostatní		
153	1996	1	21	3	0	42.696492	23.326011	Ostatní		
154	1996	3	23	3	3	41.919229	8.738635	Ostatní		
155	1996	5	3	3	0	42.696492	23.326011	Ostatní		
156	1996	12	3	3	91	48.856614	2.352222	Arabský a islámský terorismus		
157	1995	7	28	3	3	50.940664	6.959912	Ostatní		
158	1994	4	13	3	0	45.341787	17.811436	Ostatní		
159	1994	6	16	3	1	54.597269	-5.930109	Konflikt v Severním Irsku		
160	1994	7	29	3	14	40.416691	-3.700345	Baskický separatismus		
161	1992	1	31	3	1	49.594876	8.468759	Extrémní pravice		
162	1992	3	4	3	4	46.116667	8.933333	Ostatní		
163	1992	3	4	3	0	46.116667	8.933333	Ostatní		
164	1992	4	10	3	90	51.500152	-0.126236	Konflikt v Severním Irsku		
165	1992	11	14	3		54.597269	-5.930109	Konflikt v Severním Irsku		
166	1992	11	23	3	0	53.630197	10.691558	Extrémní pravice		
167	1991	1	8	3	0	43.256963	-2.923441	Baskický separatismus		
168	1991	3	28	3	0	54.448118	-6.387579	Konflikt v Severním Irsku		
169	1991	5	31	3	18	54.239317	-6.502301	Konflikt v Severním Irsku		
170	1991	6	3	3	0	54.647865	-6.618718	Konflikt v Severním Irsku		
171	1991	9	16	3	30	38.41235	-0.443241	Baskický separatismus		
172	1991	11	14	3	0	54.448118	-6.387579	Konflikt v Severním Irsku		
173	1990	6	26	3	1	42.695391	-1.676069	Baskický separatismus		
174	1990	7	24	3	0	54.347539	-6.656108	Konflikt v Severním Irsku		
175	1990	10	11	3	40	42.880447	-8.546303	Ostatní		
176	1989	3	7	3	0	56.6	-6.233333	Konflikt v Severním Irsku		
177	1989	5	24	3	5	43.256963	-2.923441	Baskický separatismus		
178	1989	5	24	3	5	43.256963	-2.923441	Baskický separatismus		
179	1989	7	14	3	0	48.208174	16.373819	Ostatní		
180	1989	11	18	3	1	54.180913	-6.229722	Konflikt v Severním Irsku		
181	1988	2	14	3	0	34.707332	33.023397	Ostatní		
182	1988	3	9	3	0	36.144911	-5.353252	Konflikt v Severním Irsku		
183	1988	3	16	3	60	54.597269	-5.930109	Konflikt v Severním Irsku		
184	1988	5	11	3	15	35.171435	33.369906	Arabský a islámský terorismus		
185	1988	5	15	3	9	54.597269	-5.930109	Konflikt v Severním Irsku		
186	1988	7	23	3	0	54.18006	-6.33393	Konflikt v Severním Irsku		
187	1988	8	30	3	0	54.600305	-7.298402	Konflikt v Severním Irsku		
188	1988	8	31	3		54.99451	-7.319996	Konflikt v Severním Irsku		
189	1987	1	22	3	3	28.124824	-15.430008	Arabský a islámský terorismus		
190	1987	1	26	3	36	41.656285	-0.876533	Baskický separatismus		
191	1987	3	9	3	0	54.597269	-5.930109	Konflikt v Severním Irsku		
192	1987	3	15	3	0	40.416691	-3.700345	Ostatní		
193	1987	3	24	3	0	54.99451	-7.319996	Konflikt v Severním Irsku		
194	1986	1	15	3	1	43.320812	-1.984447	Baskický separatismus		
195	1986	1	15	3	0	43.320812	-1.984447	Baskický separatismus		
196	1986	4	5	3	230	52.505803	13.331741	Arabský a islámský terorismus		
197	1986	5	23	3	0	54.077313	-6.608787	Konflikt v Severním Irsku		
198	1986	6	17	3	0	40.416691	-3.700345	Ostatní		
199	1986	6	17	3	0	40.416691	-3.700345	Baskický separatismus		
200	1986	7	26	3	0	54.18006	-6.33393	Konflikt v Severním Irsku		
201	1986	10	24	3	0	43.320812	-1.984447	Baskický separatismus		
202	1985	6	19	3	42	50.111445	8.680615	Ostatní		
203	1984	2	21	3	1	55.011103	-6.411225	Konflikt v Severním Irsku		
204	1984	9	16	3	0	34.917861	33.633003	Arabský a islámský terorismus		
205	1984	9	28	3	2	42.841492	-2.513507	Ostatní		
206	1984	9	28	3	5	43.311976	-8.365491	Baskický separatismus		
207	1984	12	7	3	11	43.230556	-2.845833	Baskický separatismus		
208	1983	2	5	3	8	43.256963	-2.923441	Baskický separatismus		
209	1983	5	4	3	0	43.256963	-2.923441	Baskický separatismus		
210	1983	11	20	3		54.224159	-6.680845	Konflikt v Severním Irsku		
211	1982	1	17	3	0	49.089814	9.274567	Ostatní		
212	1982	3	22	3	3	43.309635	-3.00694	Baskický separatismus		
213	1982	3	24	3	2	54.597269	-5.930109	Konflikt v Severním Irsku		
214	1982	9	16	3		54.597269	-5.930109	Konflikt v Severním Irsku		
215	1982	10	27	3	0	54.467967	-6.337967	Konflikt v Severním Irsku		
216	1981	5	7	3	14	40.416691	-3.700345	Baskický separatismus		
217	1981	10	20	3	95	51.219062	4.40289	Ostatní		
218	1980	1	7	3	4	54.255696	-5.948804	Konflikt v Severním Irsku		
219	1980	1	8	3	0	45.463681	9.188171	Extrémní levice		
220	1980	1	17	3	2	54.597269	-5.930109	Konflikt v Severním Irsku		
221	1980	3	24	3	0	45.070562	7.686619	Extrémní levice		
222	1980	4	1	3	0	35.171435	33.369906	Ostatní		
223	1980	5	15	3	0	43.320812	-1.984447	Baskický separatismus		
224	1980	6	28	3	1	43.178205	-2.31164	Baskický separatismus		
225	1980	7	18	3	3	48.856614	2.352222	Arabský a islámský terorismus		
226	1980	7	24	3	0	43.256963	-2.923441	Baskický separatismus		
227	1980	10	3	3	0	43.169068	-2.632655	Baskický separatismus		
228	1980	10	4	3	0	42.852442	-2.389455	Baskický separatismus		
229	1980	10	16	3	0	41.387917	2.169919	Extrémní levice		
230	1979	4	7	3	0	43.320812	-1.984447	Baskický separatismus		
231	1979	10	8	3	0	43.46096	-3.807934	Baskický separatismus		
232	1979	11	28	3	4	43.1839	-2.265466	Baskický separatismus		
233	1978	1	7	3	0	41.89052	12.494249	Extrémní pravice		
234	1978	1	16	3	0	42.817988	-1.644184	Baskický separatismus		
235	1978	6	2	3	0	40.416691	-3.700345	Ostatní		
236	1978	11	8	3	0	41.640137	13.351902	Extrémní levice		
237	1978	12	5	3	0	43.320812	-1.984447	Baskický separatismus		
238	1978	12	20	3		54.077313	-6.608787	Konflikt v Severním Irsku		
239	1977	4	10	3	0	51.500152	-0.126236	Ostatní		
240	1977	6	2	3		54.6197	-6.50612	Konflikt v Severním Irsku		
241	1977	10	8	3	0	43.256963	-2.923441	Baskický separatismus		
242	1977	12	10	3	0	42.817988	-1.644184	Baskický separatismus		
243	1976	1	4	3		54.223033	-6.486782	Konflikt v Severním Irsku		
244	1976	1	4	3		54.417699	-6.36559	Konflikt v Severním Irsku		
245	1976	2	15	3		54.625869	-5.982754	Konflikt v Severním Irsku		
246	1976	3	31	3		54.482055	-8.088244	Konflikt v Severním Irsku		
247	1976	4	7	3		54.41653	-6.148866	Konflikt v Severním Irsku		
248	1976	5	15	3		54.296399	-7.871465	Konflikt v Severním Irsku		
249	1976	5	15	3		54.441136	-6.685511	Konflikt v Severním Irsku		
250	1976	6	25	3		54.70333	-6.095585	Konflikt v Severním Irsku		
251	1976	7	29	3		54.597269	-5.930109	Konflikt v Severním Irsku		
252	1976	8	27	3		54.597269	-5.930109	Konflikt v Severním Irsku		
253	1976	10	16	3		54.597269	-5.930109	Konflikt v Severním Irsku		
254	1975	4	21	3		54.502852	-6.769568	Konflikt v Severním Irsku		
255	1975	4	24	3	13	59.332788	18.064488	Ostatní		
256	1975	4	27	3		54.467967	-6.337967	Konflikt v Severním Irsku		
257	1975	6	3	3		54.673252	-7.627484	Konflikt v Severním Irsku		
258	1975	7	30	3		41.387917	2.169919	Extrémní levice		
259	1975	8	22	3		54.347539	-6.656108	Konflikt v Severním Irsku		
260	1975	10	4	3	0	43.032888	-2.411348	Baskický separatismus		
261	1975	11	22	3		54.047381	-6.568056	Konflikt v Severním Irsku		
262	1975	12	2	3	0	52.887967	6.523358	Ostatní		
263	1975	12	19	3		54.101529	-6.526442	Konflikt v Severním Irsku		
264	1975	12	21	3	11	48.208174	16.373819	Arabský a islámský terorismus		
265	1975	12	31	3		54.373521	-6.359509	Konflikt v Severním Irsku		
266	1973	3	23	3		54.597269	-5.930109	Konflikt v Severním Irsku		
267	1973	5	5	3		54.077313	-6.608787	Konflikt v Severním Irsku		
268	1973	6	25	3		54.600305	-7.298402	Konflikt v Severním Irsku		
269	1973	12	14	3	20	43.296482	5.36978	Ostatní		
270	1973	12	20	3	0	40.416691	-3.700345	Baskický separatismus		
271	1972	5	24	3	6	49.4019	8.680285	Extrémní levice		
272	1972	6	18	3		54.448118	-6.387579	Konflikt v Severním Irsku		
273	1972	6	24	3		54.927953	-6.925873	Konflikt v Severním Irsku		
274	1972	7	9	3		54.597269	-5.930109	Konflikt v Severním Irsku		
275	1972	7	21	3		54.597269	-5.930109	Konflikt v Severním Irsku		
276	1972	9	10	3		54.502852	-6.769568	Konflikt v Severním Irsku		
277	1972	9	14	3		54.597269	-5.930109	Konflikt v Severním Irsku		
278	1971	11	2	3		54.597269	-5.930109	Konflikt v Severním Irsku		
279	1970	6	27	3	1	54.597269	-5.930109	Konflikt v Severním Irsku		
280	1980	3	10	2	12	41.89052	12.494249	Ostatní		
281	2014	1	11	2	0	48.213172	16.311835	Ostatní		
282	2013	11	1	2	1	38.053025	23.772168	Ostatní		
283	2011	3	2	2	2	50.039275	8.556358	Ostatní		
284	2009	2	24	2	0	47.081539	19.369677	Ostatní		
285	2009	3	7	2	4	54.713382	-6.216761	Konflikt v Severním Irsku		
286	2009	7	30	2	0	39.565237	2.504216	Baskický separatismus		
287	2007	3	18	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
288	2007	12	1	2	0	43.63786	-1.420948	Baskický separatismus		
289	2006	12	30	2	12	40.416691	-3.700345	Baskický separatismus		
290	2004	6	8	2	0	42.167839	-1.690636	Ostatní		
291	2003	2	1	2	2	54.597269	-5.930109	Konflikt v Severním Irsku		
292	2003	5	30	2	6	42.575224	-1.282831	Baskický separatismus		
293	2002	8	4	2	30	38.483476	-0.750494	Baskický separatismus		
294	2001	2	22	2	5	43.320812	-1.984447	Baskický separatismus		
295	2001	11	11	2	0	54.597269	-5.930109	Ostatní		
296	2001	11	23	2	0	43.047076	-2.204605	Baskický separatismus		
297	2000	2	22	2	0	42.846718	-2.671635	Baskický separatismus		
298	2000	5	8	2	4	42.231356	-8.712447	Extrémní levice		
299	2000	5	25	2	8	45.287984	18.802506	Ostatní		
300	2000	8	7	2	1	42.63651	8.937046	Ostatní		
301	2000	8	20	2	0	42.771591	-0.332227	Baskický separatismus		
302	2000	8	21	2	0	54.597269	-5.930109	Konflikt v Severním Irsku		
303	2000	10	16	2	1	37.38264	-5.996295	Baskický separatismus		
